Method,Parameter Types,Param Sizes,Total Param Size
java.lang.String.isEmpty(): boolean,[],[],0
java.lang.String.lastIndexOf(int): int,['int'],[16],16
"java.lang.String.lastIndexOf(int, int): int","['int', 'int']","[16, 16]",32
java.lang.String.length(): int,[],[],0
java.lang.String.matches(java.lang.String): boolean,['java.lang.String'],[24],24
"java.lang.String.replace(char, char): java.lang.String","['char', 'char']","[16, 16]",32
"java.lang.String.replace(java.lang.CharSequence, java.lang.CharSequence): java.lang.String","['java.lang.CharSequence', 'java.lang.CharSequence']","[16, 16]",32
"java.lang.String.replaceAll(java.lang.String, java.lang.String): java.lang.String","['java.lang.String', 'java.lang.String']","[24, 24]",48
"java.lang.String.replaceFirst(java.lang.String, java.lang.String): java.lang.String","['java.lang.String', 'java.lang.String']","[24, 24]",48
java.lang.String.split(java.lang.String): java.lang.String[],['java.lang.String'],[24],24
"java.lang.String.split(java.lang.String, int): java.lang.String[]","['java.lang.String', 'int']","[24, 16]",40
java.lang.String.startsWith(java.lang.String): boolean,['java.lang.String'],[24],24
java.lang.String.substring(int): java.lang.String,['int'],[16],16
"java.lang.String.substring(int, int): java.lang.String","['int', 'int']","[16, 16]",32
java.lang.String.toCharArray(): char[],[],[],0
java.lang.String.toLowerCase(): java.lang.String,[],[],0
java.lang.String.toLowerCase(java.util.Locale): java.lang.String,['java.util.Locale'],[16],16
java.lang.String.toUpperCase(): java.lang.String,[],[],0
java.lang.String.trim(): java.lang.String,[],[],0
java.lang.String.valueOf(char): java.lang.String,['char'],[16],16
java.lang.String.valueOf(int): java.lang.String,['int'],[16],16
java.lang.String.valueOf(java.lang.Object): java.lang.String,['java.lang.Object'],[16],16
java.lang.StringBuffer.append(java.lang.String): java.lang.StringBuffer,['java.lang.String'],[24],24
java.lang.StringBuffer.toString(): java.lang.String,[],[],0
java.lang.StringBuilder.StringBuilder(),[],[],0
java.lang.StringBuilder.StringBuilder(int),['int'],[16],16
java.lang.StringBuilder.StringBuilder(java.lang.String),['java.lang.String'],[24],24
java.lang.StringBuilder.append(boolean): java.lang.StringBuilder,['boolean'],[16],16
java.lang.StringBuilder.append(char): java.lang.StringBuilder,['char'],[16],16
java.lang.StringBuilder.append(double): java.lang.StringBuilder,['double'],[24],24
java.lang.StringBuilder.append(int): java.lang.StringBuilder,['int'],[16],16
java.lang.StringBuilder.append(java.lang.CharSequence): java.lang.StringBuilder,['java.lang.CharSequence'],[16],16
java.lang.StringBuilder.append(java.lang.Object): java.lang.StringBuilder,['java.lang.Object'],[16],16
java.lang.StringBuilder.append(java.lang.String): java.lang.StringBuilder,['java.lang.String'],[24],24
java.lang.StringBuilder.append(long): java.lang.StringBuilder,['long'],[24],24
java.lang.StringBuilder.charAt(int): char,['int'],[16],16
"java.lang.StringBuilder.delete(int, int): java.lang.StringBuilder","['int', 'int']","[16, 16]",32
java.lang.StringBuilder.deleteCharAt(int): java.lang.StringBuilder,['int'],[16],16
java.lang.StringBuilder.indexOf(java.lang.String): int,['java.lang.String'],[24],24
"java.lang.StringBuilder.indexOf(java.lang.String, int): int","['java.lang.String', 'int']","[24, 16]",40
java.lang.StringBuilder.lastIndexOf(java.lang.String): int,['java.lang.String'],[24],24
java.lang.StringBuilder.length(): int,[],[],0
java.lang.StringBuilder.toString(): java.lang.String,[],[],0
java.lang.String[].clone(): java.lang.Object,[],[],0
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int): void","['java.lang.Object', 'int', 'java.lang.Object', 'int', 'int']","[16, 16, 16, 16, 16]",80
java.lang.System.currentTimeMillis(): long,[],[],0
java.lang.System.err,[],[],0
java.lang.System.exit(int): void,['int'],[16],16
java.lang.System.getProperties(): java.util.Properties,[],[],0
java.lang.System.getProperty(java.lang.String): java.lang.String,['java.lang.String'],[24],24
java.lang.System.nanoTime(): long,[],[],0
java.lang.System.out,[],[],0
"java.lang.System.setProperty(java.lang.String, java.lang.String): java.lang.String","['java.lang.String', 'java.lang.String']","[24, 24]",48
"java.lang.Thread.Thread(java.lang.Runnable, java.lang.String)","['java.lang.Runnable', 'java.lang.String']","[16, 24]",40
java.lang.Thread.Thread(java.lang.String),['java.lang.String'],[24],24
java.lang.Thread.currentThread(): java.lang.Thread,[],[],0
java.lang.Thread.getContextClassLoader(): java.lang.ClassLoader,[],[],0
java.lang.Thread.interrupt(): void,[],[],0
java.lang.Thread.isInterrupted(): boolean,[],[],0
java.lang.Thread.join(long): void,['long'],[24],24
java.lang.Thread.setContextClassLoader(java.lang.ClassLoader): void,['java.lang.ClassLoader'],[16],16
java.lang.Thread.setPriority(int): void,['int'],[16],16
java.lang.Thread.sleep(long): void,['long'],[24],24
java.lang.Thread.start(): void,[],[],0
java.lang.ThreadLocal.ThreadLocal(),[],[],0
java.lang.ThreadLocal.get(): java.lang.Object,[],[],0
java.lang.ThreadLocal.remove(): void,[],[],0
java.lang.ThreadLocal.set(java.lang.Object): void,['java.lang.Object'],[16],16
java.lang.Throwable.addSuppressed(java.lang.Throwable): void,['java.lang.Throwable'],[40],40
java.lang.Throwable.fillInStackTrace(): java.lang.Throwable,[],[],0
java.lang.Throwable.getCause(): java.lang.Throwable,[],[],0
java.lang.Throwable.getMessage(): java.lang.String,[],[],0
java.lang.Throwable.printStackTrace(): void,[],[],0
java.lang.Throwable.printStackTrace(java.io.PrintStream): void,['java.io.PrintStream'],[16],16
java.lang.Throwable.printStackTrace(java.io.PrintWriter): void,['java.io.PrintWriter'],[16],16
java.lang.UnsupportedOperationException.UnsupportedOperationException(java.lang.String),['java.lang.String'],[24],24
java.lang.reflect.Constructor.newInstance(java.lang.Object[]): java.lang.Object,['java.lang.Object[]'],[24],24
java.lang.reflect.Constructor.setAccessible(boolean): void,['boolean'],[16],16
java.lang.reflect.Field.get(java.lang.Object): java.lang.Object,['java.lang.Object'],[16],16
java.lang.reflect.Field.setAccessible(boolean): void,['boolean'],[16],16
"java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]): java.lang.Object","['java.lang.Object', 'java.lang.Object[]']","[16, 24]",40
java.math.BigDecimal.BigDecimal(java.lang.String),['java.lang.String'],[24],24
java.math.BigDecimal.doubleValue(): double,[],[],0
java.math.BigDecimal.toString(): java.lang.String,[],[],0
java.net.HttpURLConnection.getContentLength(): int,[],[],0
java.net.HttpURLConnection.getContentType(): java.lang.String,[],[],0
"java.net.HttpURLConnection.getHeaderFieldDate(java.lang.String, long): long","['java.lang.String', 'long']","[24, 24]",48
java.net.HttpURLConnection.getInputStream(): java.io.InputStream,[],[],0
java.net.HttpURLConnection.getResponseCode(): int,[],[],0
java.net.HttpURLConnection.getResponseMessage(): java.lang.String,[],[],0
java.net.HttpURLConnection.setRequestMethod(java.lang.String): void,['java.lang.String'],[24],24
"java.net.HttpURLConnection.setRequestProperty(java.lang.String, java.lang.String): void","['java.lang.String', 'java.lang.String']","[24, 24]",48
java.net.InetAddress.getByName(java.lang.String): java.net.InetAddress,['java.lang.String'],[24],24
java.net.URI.create(java.lang.String): java.net.URI,['java.lang.String'],[24],24
java.net.URL.URL(java.lang.String),['java.lang.String'],[24],24
java.net.URL.getFile(): java.lang.String,[],[],0
java.net.URL.getHost(): java.lang.String,[],[],0
java.net.URL.getPort(): int,[],[],0
java.net.URL.getProtocol(): java.lang.String,[],[],0
java.net.URL.openConnection(): java.net.URLConnection,[],[],0
java.net.URL.openStream(): java.io.InputStream,[],[],0
java.net.URLClassLoader.URLClassLoader(java.net.URL[]),['java.net.URL[]'],[24],24
"java.net.URLClassLoader.URLClassLoader(java.net.URL[], java.lang.ClassLoader)","['java.net.URL[]', 'java.lang.ClassLoader']","[24, 16]",40
java.net.URLConnection.getInputStream(): java.io.InputStream,[],[],0
java.net.URLConnection.getOutputStream(): java.io.OutputStream,[],[],0
java.net.URLConnection.setDoOutput(boolean): void,['boolean'],[16],16
"java.net.URLConnection.setRequestProperty(java.lang.String, java.lang.String): void","['java.lang.String', 'java.lang.String']","[24, 24]",48
"java.net.URLDecoder.decode(java.lang.String, java.nio.charset.Charset): java.lang.String","['java.lang.String', 'java.nio.charset.Charset']","[24, 16]",40
"java.net.URLEncoder.encode(java.lang.String, java.nio.charset.Charset): java.lang.String","['java.lang.String', 'java.nio.charset.Charset']","[24, 16]",40
java.net.http.HttpClient.newBuilder(): java.net.http.HttpClient$Builder,[],[],0
"java.net.http.HttpClient.send(java.net.http.HttpRequest, java.net.http.HttpResponse$BodyHandler): java.net.http.HttpResponse","['java.net.http.HttpRequest', 'java.net.http.HttpResponse$BodyHandler']","[16, 16]",32
java.net.http.HttpClient$Builder.build(): java.net.http.HttpClient,[],[],0
java.net.http.HttpClient$Builder.connectTimeout(java.time.Duration): java.net.http.HttpClient$Builder,['java.time.Duration'],[16],16
java.net.http.HttpRequest.newBuilder(): java.net.http.HttpRequest$Builder,[],[],0
java.net.http.HttpRequest$Builder.build(): java.net.http.HttpRequest,[],[],0
java.net.http.HttpRequest$Builder.copy(): java.net.http.HttpRequest$Builder,[],[],0
"java.net.http.HttpRequest$Builder.header(java.lang.String, java.lang.String): java.net.http.HttpRequest$Builder","['java.lang.String', 'java.lang.String']","[24, 24]",48
java.net.http.HttpRequest$Builder.timeout(java.time.Duration): java.net.http.HttpRequest$Builder,['java.time.Duration'],[16],16
java.net.http.HttpRequest$Builder.uri(java.net.URI): java.net.http.HttpRequest$Builder,['java.net.URI'],[64],64
java.net.http.HttpResponse.body(): java.lang.Object,[],[],0
java.net.http.HttpResponse$BodyHandlers.ofInputStream(): java.net.http.HttpResponse$BodyHandler,[],[],0
java.nio.charset.StandardCharsets.UTF_8,[],[],0
"java.nio.file.Files.createDirectories(java.nio.file.Path, java.nio.file.attribute.FileAttribute[]): java.nio.file.Path","['java.nio.file.Path', 'java.nio.file.attribute.FileAttribute[]']","[16, 24]",40
java.nio.file.Files.delete(java.nio.file.Path): void,['java.nio.file.Path'],[16],16
"java.nio.file.Files.exists(java.nio.file.Path, java.nio.file.LinkOption[]): boolean","['java.nio.file.Path', 'java.nio.file.LinkOption[]']","[16, 24]",40
java.nio.file.Files.isReadable(java.nio.file.Path): boolean,['java.nio.file.Path'],[16],16
"java.nio.file.Files.newOutputStream(java.nio.file.Path, java.nio.file.OpenOption[]): java.io.OutputStream","['java.nio.file.Path', 'java.nio.file.OpenOption[]']","[16, 24]",40
"java.nio.file.Path.of(java.lang.String, java.lang.String[]): java.nio.file.Path","['java.lang.String', 'java.lang.String[]']","[24, 24]",48
java.nio.file.Path.resolve(java.lang.String): java.nio.file.Path,['java.lang.String'],[24],24
java.nio.file.Path.toAbsolutePath(): java.nio.file.Path,[],[],0
java.nio.file.Path.toFile(): java.io.File,[],[],0
java.security.MessageDigest.digest(): byte[],[],[],0
java.security.MessageDigest.digest(byte[]): byte[],['byte[]'],[24],24
java.security.MessageDigest.getInstance(java.lang.String): java.security.MessageDigest,['java.lang.String'],[24],24
java.security.MessageDigest.reset(): void,[],[],0
java.security.MessageDigest.update(byte[]): void,['byte[]'],[24],24
java.security.Permission.Permission(java.lang.String),['java.lang.String'],[24],24
java.security.Principal.getName(): java.lang.String,[],[],0
java.security.SecureRandom.SecureRandom(),[],[],0
java.sql.Connection.close(): void,[],[],0
java.sql.Connection.commit(): void,[],[],0
java.sql.Connection.createStatement(): java.sql.Statement,[],[],0
java.sql.Connection.getAutoCommit(): boolean,[],[],0
java.sql.Connection.getMetaData(): java.sql.DatabaseMetaData,[],[],0
java.sql.Connection.prepareStatement(java.lang.String): java.sql.PreparedStatement,['java.lang.String'],[24],24
java.sql.DatabaseMetaData.getDatabaseProductName(): java.lang.String,[],[],0
"java.sql.DatabaseMetaData.getTables(java.lang.String, java.lang.String, java.lang.String, java.lang.String[]): java.sql.ResultSet","['java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String[]']","[24, 24, 24, 24]",96
java.sql.DriverManager.getConnection(java.lang.String): java.sql.Connection,['java.lang.String'],[24],24
"java.sql.DriverManager.getConnection(java.lang.String, java.lang.String, java.lang.String): java.sql.Connection","['java.lang.String', 'java.lang.String', 'java.lang.String']","[24, 24, 24]",72
"java.sql.DriverManager.getConnection(java.lang.String, java.util.Properties): java.sql.Connection","['java.lang.String', 'java.util.Properties']","[24, 56]",80
java.sql.PreparedStatement.clearParameters(): void,[],[],0
java.sql.PreparedStatement.close(): void,[],[],0
java.sql.PreparedStatement.executeQuery(): java.sql.ResultSet,[],[],0
java.sql.PreparedStatement.executeUpdate(): int,[],[],0
"java.sql.PreparedStatement.setString(int, java.lang.String): void","['int', 'java.lang.String']","[16, 24]",40
java.sql.ResultSet.getInt(int): int,['int'],[16],16
java.sql.ResultSet.getString(int): java.lang.String,['int'],[16],16
java.sql.ResultSet.getString(java.lang.String): java.lang.String,['java.lang.String'],[24],24
java.sql.ResultSet.next(): boolean,[],[],0
java.sql.SQLException.getLocalizedMessage(): java.lang.String,[],[],0
java.sql.SQLException.printStackTrace(java.io.PrintWriter): void,['java.io.PrintWriter'],[16],16
java.sql.Statement.executeQuery(java.lang.String): java.sql.ResultSet,['java.lang.String'],[24],24
java.sql.Statement.executeUpdate(java.lang.String): int,['java.lang.String'],[24],24
java.sql.Timestamp.Timestamp(long),['long'],[24],24
java.sql.Timestamp.after(java.sql.Timestamp): boolean,['java.sql.Timestamp'],[16],16
java.sql.Timestamp.after(java.util.Date): boolean,['java.util.Date'],[24],24
java.sql.Timestamp.before(java.sql.Timestamp): boolean,['java.sql.Timestamp'],[16],16
java.sql.Timestamp.compareTo(java.sql.Timestamp): int,['java.sql.Timestamp'],[16],16
java.sql.Timestamp.getTime(): long,[],[],0
java.sql.Timestamp.toString(): java.lang.String,[],[],0
java.text.DateFormat.format(java.util.Date): java.lang.String,['java.util.Date'],[24],24
"java.text.DateFormat.getDateInstance(int, java.util.Locale): java.text.DateFormat","['int', 'java.util.Locale']","[16, 16]",32
java.text.DateFormat.parse(java.lang.String): java.util.Date,['java.lang.String'],[24],24
java.text.DateFormat.setTimeZone(java.util.TimeZone): void,['java.util.TimeZone'],[16],16
"java.text.MessageFormat.format(java.lang.String, java.lang.Object[]): java.lang.String","['java.lang.String', 'java.lang.Object[]']","[24, 24]",48
java.text.ParsePosition.ParsePosition(int),['int'],[16],16
java.text.SimpleDateFormat.SimpleDateFormat(),[],[],0
java.text.SimpleDateFormat.SimpleDateFormat(java.lang.String),['java.lang.String'],[24],24
"java.text.SimpleDateFormat.SimpleDateFormat(java.lang.String, java.util.Locale)","['java.lang.String', 'java.util.Locale']","[24, 16]",40
java.text.SimpleDateFormat.applyPattern(java.lang.String): void,['java.lang.String'],[24],24
java.text.SimpleDateFormat.format(java.util.Date): java.lang.String,['java.util.Date'],[24],24
java.text.SimpleDateFormat.parse(java.lang.String): java.util.Date,['java.lang.String'],[24],24
"java.text.SimpleDateFormat.parse(java.lang.String, java.text.ParsePosition): java.util.Date","['java.lang.String', 'java.text.ParsePosition']","[24, 16]",40
java.text.SimpleDateFormat.setCalendar(java.util.Calendar): void,['java.util.Calendar'],[16],16
java.text.SimpleDateFormat.setTimeZone(java.util.TimeZone): void,['java.util.TimeZone'],[16],16
java.text.SimpleDateFormat.toPattern(): java.lang.String,[],[],0
java.time.Duration.ofSeconds(long): java.time.Duration,['long'],[24],24
java.util.ArrayList.ArrayList(),[],[],0
java.util.ArrayList.ArrayList(int),['int'],[16],16
java.util.ArrayList.ArrayList(java.util.Collection),['java.util.Collection'],[24],24
